year,make,fuel_type,number
2024,CITROEN,Diesel,1528.0
2024,CITROEN,Electric,99.0
2024,CITROEN,Diesel-Electric,2.0
2024,DAIHATSU,Petrol,345.0
2024,DAIMLER,Petrol,21.0
2024,DATSUN,Petrol,36.0
2024,DE-LOREAN,Petrol,1.0
2024,DODGE,Petrol,1.0
2024,DONGFENG,Petrol,2.0
2024,DONGFENG,Electric,22.0
2024,ESSEX,Petrol,1.0
2024,FERRARI,Petrol,914.0
2024,FERRARI,Petrol-Electric (Plug-In),77.0
2024,FIAT,Petrol,138.0
2024,FIAT,Diesel,3.0
2024,FIAT,Electric,5.0
2024,FORD,Petrol,1133.0
2024,FORD,Diesel,61.0
2024,FORD,Electric,1.0
2024,FRAZER,Petrol,2.0
2024,GAC,Electric,310.0
2024,GEELY,Petrol,2.0
2024,GREAT WALL,Electric,201.0
2024,HAFEI,Petrol,1.0
2024,HILLMAN,Petrol,3.0
2024,HOLDEN,Petrol,1.0
2024,HONDA,Petrol,84770.0
2024,HONDA,Petrol-Electric,18246.0
2024,HONDA,Petrol-CNG,2.0
2024,HONDA,Electric,43.0
2024,HUMMER,Petrol,22.0
2024,HYUNDAI,Petrol,28123.0
2024,HYUNDAI,Diesel,101.0
2024,HYUNDAI,Petrol-Electric,3118.0
2024,HYUNDAI,Electric,1898.0
2024,INFINITI,Petrol,1049.0
2024,INFINITI,Diesel,201.0
2024,INFINITI,Petrol-Electric,2.0
2024,INTERNATIONAL,Petrol,1.0
2024,ITALDESIGN-GIUGIARO SPA,Petrol,1.0
2024,JAGUAR,Petrol,2305.0
2024,JAGUAR,Diesel,476.0
2024,JAGUAR,Petrol-Electric,106.0
2024,JAGUAR,Electric,51.0
2024,JEEP,Petrol,377.0
2024,JEEP,Diesel,7.0
2024,JEEP,Petrol-Electric (Plug-In),1.0
2024,JENSEN,Petrol,1.0
2024,KIA,Petrol,17996.0
2024,KIA,Diesel,2441.0
2024,KIA,Petrol-Electric,3624.0
2024,KIA,Electric,119.0
2024,KOENIGSEGG,Petrol,3.0
2024,LAGONDA,Petrol,2.0
2024,LAMBORGHINI,Petrol,473.0
2024,LAMBORGHINI,Petrol-Electric (Plug-In),7.0
2024,LANCIA,Petrol,9.0
2024,LAND ROVER,Petrol,1559.0
2024,LAND ROVER,Diesel,540.0
2024,LAND ROVER,Petrol-Electric,883.0
2024,LAND ROVER,Petrol-Electric (Plug-In),30.0
2024,LAND ROVER,Diesel-Electric,2.0
2024,LEA - FRANCIS,Petrol,1.0
2024,LEYLAND,Petrol,3.0
2024,LINCOLN,Petrol,1.0
2024,LOTUS,Petrol,152.0
2024,LOTUS,Electric,12.0
2024,M.G.,Petrol,993.0
2024,M.G.,Petrol-Electric (Plug-In),3.0
2024,M.G.,Electric,1029.0
2024,MARCOS,Petrol,1.0
2024,MASERATI,Petrol,1031.0
2024,MASERATI,Diesel,61.0
2024,MASERATI,Petrol-Electric,173.0
2024,MAXUS,Petrol,50.0
2024,MAXUS,Electric,98.0
2024,MAXWELL,Petrol,1.0
2024,MAYBACH,Petrol,3.0
2024,MAZDA,Petrol,31815.0
2024,MAZDA,Diesel,71.0
2024,MAZDA,Petrol-Electric,5347.0
2024,MAZDA,Petrol-Electric (Plug-In),1.0
2024,MAZDA,Electric,19.0
2024,MCLAREN,Petrol,197.0
2024,MCLAREN,Petrol-Electric (Plug-In),6.0
2024,MERCEDES BENZ,Petrol,63654.0
2024,MERCEDES BENZ,Diesel,985.0
2024,MERCEDES BENZ,Petrol-Electric,10710.0
2024,MERCEDES BENZ,Petrol-Electric (Plug-In),601.0
2024,MERCEDES BENZ,Petrol-CNG,63.0
2024,MERCEDES BENZ,Electric,1322.0
2024,MERCEDES BENZ,Diesel-Electric,4.0
2024,MERCEDES BENZ,Diesel-Electric (Plug-In),1.0
2024,MERCURY,Petrol,2.0
2024,MG-F,Petrol,1.0
2024,MINI,Petrol,4555.0
2024,MINI,Diesel,22.0
2024,MINI,Petrol-Electric,17.0
2024,MINI,Electric,190.0
2024,MINI MAYFAIR,Petrol,5.0
2024,MINI MOTOR,Petrol,1.0
2024,MITSUBISHI,Petrol,17372.0
2024,MITSUBISHI,Petrol-Electric (Plug-In),4.0
2024,MITSUOKA,Petrol,50.0
2024,MORGAN,Petrol,25.0
2024,MORRIS,Petrol,95.0
2024,NETA,Electric,2.0
2024,NISSAN,Petrol,25609.0
2024,NISSAN,Diesel,29.0
2024,NISSAN,Petrol-Electric,6337.0
2024,NISSAN,Electric,67.0
2024,NOBLE,Petrol,1.0
2024,OPEL,Petrol,2385.0
2024,OPEL,Diesel,472.0
2024,OPEL,Electric,216.0
2024,PAGANI,Petrol,4.0
2024,PANTHER,Petrol,9.0
2024,PERODUA,Petrol,513.0
2024,PEUGEOT,Petrol,3269.0
2024,PEUGEOT,Diesel,464.0
2024,PEUGEOT,Electric,213.0
2024,POLESTAR,Electric,408.0
2024,PONTIAC,Petrol,2.0
2024,PORSCHE,Petrol,8278.0
2024,PORSCHE,Diesel,161.0
2024,PORSCHE,Petrol-Electric,132.0
2024,PORSCHE,Petrol-Electric (Plug-In),69.0
2024,PORSCHE,Electric,672.0
2024,PROTON,Petrol,311.0
2024,RAMBLER,Petrol,1.0
2024,RANGE ROVER,Petrol,2.0
2024,RANGE ROVER,Diesel,1.0
2024,RANGE ROVER,Petrol-Electric (Plug-In),1.0
2024,RENAULT,Petrol,509.0
2024,RENAULT,Diesel,2952.0
2024,RENAULT,Petrol-Electric,3.0
2024,RENAULT,Electric,13.0
2024,RILEY,Petrol,4.0
2024,ROLLS ROYCE,Petrol,756.0
2024,ROLLS ROYCE,Electric,13.0
2024,ROVER,Petrol,12.0
2024,RUF,Petrol,5.0
2024,RUGBY,Petrol,1.0
2024,SAAB,Petrol,64.0
2024,SEAT,Petrol,1243.0
2024,SEAT,Diesel,52.0
2024,SEAT,Petrol-Electric,39.0
2024,SERES,Electric,1.0
2024,SINGER,Petrol,5.0
2024,SKODA,Petrol,2748.0
2024,SKODA,Diesel,5.0
2024,SKODA,Petrol-Electric,490.0
2024,SKODA,Electric,40.0
2024,SMART,Petrol,7.0
2024,SMART,Electric,49.0
2024,SSANGYONG,Petrol,585.0
2024,SSANGYONG,Diesel,1005.0
2024,SSANGYONG,Petrol-CNG,1.0
2024,STANDARD,Petrol,2.0
2024,STUTZ,Petrol,1.0
2024,SUBARU,Petrol,13836.0
2024,SUBARU,Petrol-Electric,621.0
2024,SUNBEAM,Petrol,6.0
2024,SUZUKI,Petrol,3861.0
2024,SUZUKI,Petrol-Electric,962.0
2024,SWIFT,Petrol,2.0
2024,TALBOT,Petrol,1.0
2024,TD CARS,Petrol,6.0
2024,TESLA,Electric,5163.0
2024,TOYOTA,Petrol,100281.0
2024,TOYOTA,Diesel,71.0
2024,TOYOTA,Petrol-Electric,40948.0
2024,TOYOTA,Petrol-Electric (Plug-In),45.0
2024,TOYOTA,Petrol-CNG,8.0
2024,TOYOTA,Electric,94.0
2024,TRIUMPH,Petrol,45.0
2024,V.W. PROSHE,Petrol,1.0
2024,VALIANT,Petrol,1.0
2024,VELOREX,Petrol,1.0
2024,VOLKSWAGEN,Petrol,18664.0
2024,VOLKSWAGEN,Diesel,295.0
2024,VOLKSWAGEN,Petrol-Electric,797.0
2024,VOLKSWAGEN,Petrol-Electric (Plug-In),1.0
2024,VOLKSWAGEN,Electric,200.0
2024,VOLVO,Petrol,7366.0
2024,VOLVO,Diesel,568.0
2024,VOLVO,Petrol-Electric,720.0
2024,VOLVO,Petrol-Electric (Plug-In),173.0
2024,VOLVO,Electric,541.0
2024,WOLSELEY,Petrol,2.0
2024,XPENG,Electric,336.0
2024,ZEEKR,Electric,99.0
2024,ZOTYE,Petrol,1.0
